symbol,bid_liquidity,ask_liquidity,24h_quote_volume,relative_spread,liquidity_score
FILBTC,52869.15,29251.02,11.87189781,0.003853564547206129,1795010.7435266245
FILUSDT,47771.37,32570.96,59488349.84762,0.00020927069163970577,6.453630414833761
INJBNB,554.85,408.96999999999997,50.3896104,0.0020964360587001243,9123.74865275836
INJBTC,990.04,1293.1399999999999,4.84229249,0.001917545541706662,245891.45997663
INJUSDT,13877.3,15359.63,27610603.0515,0.0005209690023442569,2.0325628900728527
LINKEUR,930.25,321.34000000000003,647208.5185,0.0005523336095000282,3.5011957201247057
AUDIOBTC,252386.8,147607.2,0.46413801,0.007067137809187211,121944658.22784163
AUDIOUSDT,277809.0,132497.5,2111759.56544,0.0015337423312883874,126.68101159719511
CTKBNB,27039.2,16310.199999999999,52.4042703,0.006920415224913556,119532.02027507183
CTKBTC,1472.2,10368.9,0.80485767,0.002713704206241494,5421387.5479375655
CTKUSDT,1826.8,2973.8,2535913.94137,0.0007365397363188568,2.5701876209876877
ETHBRL,1.2641,2.1046,32469277.25726,0.00022800555811155294,0.00045503445338381703
DOTEUR,252.54000000000002,646.74,499424.55339,0.0003306878306879411,5.445112182691383
AXSBNB,2610.89,350.61,74.5800795,0.0023121387283236055,17174.140314506534
AXSBTC,4707.8099999999995,2693.58,4.53250037,0.0015885623510723183,1027948.0694228573
AXSUSDT,8615.83,6179.13,6352927.24109,0.00017242865764280468,13.506115726476649
HARDUSDT,51024.0,96696.0,8691499.3551,0.0014234875444840264,11.93963155955421
BNBBRL,49.631,15.843,1379231.55,0.00048792388387411563,0.09729255613388485
LTCEUR,15.625,84.86800000000001,456485.9667,0.00021558693543166993,1.0211415344700734
SLPETH,5712939.0,3091935.0,2.39981673,0.009389671361502257,390746122.10075265
ADAEUR,19819.9,2908.7999999999997,2246820.49874,0.0005632850785783315,17.95882721055091
STRAXBTC,510655.0,296791.0,1.72199075,0.01257861635220127,37277759.47693095
STRAXUSDT,117659.0,33979.0,3738398.68949,0.0013687380235421433,29.63480677207437
ROSEBTC,3125577.0,1251797.0,2.98057535,0.01342281879194632,109413225.53714326
ROSEUSDT,59871.8,178004.1,12458214.667667,0.00029248318221711207,65.28204271600131
AVAXTRY,338.21999999999997,356.15,182509669.424,0.000586191014529201,0.0064903170658365825
AVAUSDT,5802.8,1085.5,9090268.82538,0.0003032293930359104,2.4989871901884575
XRPBRL,2142.0,3911.0,7275487.444,0.0009354536950421703,0.8893777976808617
SKLBTC,385462.0,423758.0,0.59417684,0.02298850574712646,59243423.22060207
SKLUSDT,565742.0,309747.0,3048807.18659,0.0010042681395932306,285.9374563220845
BCHEUR,132.557,93.25,113791.0124,0.0014947683109117237,1.3275642760693864
GLMBTC,44153.0,31178.0,1.10698812,0.002621231979030119,25961232.98956476
LINKBRL,342.32,563.37,598712.6529,0.003892771830487461,0.3885994551056855
TRXTRY,87126.0,120985.0,207581345.559,0.00012799999999992906,7.8324339941172
XLMEUR,5620.0,22123.0,551405.7651,0.0004993757802747404,100.75222461614176
GRTBTC,405581.0,228670.0,6.72916057,0.004987531172069778,18897947.846116148
GRTETH,119496.0,83173.0,24.9010041,0.00422215004871713,1927688.2555047646
GRTUSDT,569744.0,689797.0,13411694.2173,0.0005401026194977951,173.88110135194302
JUVUSDT,6598.04,18698.46,1169076.06418,0.0014224751066856342,15.211533316673833
PSGUSDT,2684.64,1696.6,2325026.26488,0.0006937218175510855,2.7163381142821867
1INCHBTC,47453.8,46226.6,0.50556508,0.0026420079260238644,70135444.0856533
1INCHUSDT,173978.2,184719.4,5928856.38443,0.00028624588521536853,211.35780399251684
OGBTC,2352.9,1703.8,0.46635047,0.0021030494216613175,4136290.138187453
OGUSDT,1203.2,784.2,4381706.3437,0.0006839165621794401,0.6631914157166943
ATMUSDT,4701.98,4276.35,1933687.85849,0.0010172939979654128,4.564179451843848
ASRUSDT,3941.5,6645.900000000001,1920303.8759,0.000558503211393404,9.871739539721297
CELOBTC,30172.2,17353.7,0.51567541,0.0032154340836012553,28662516.40736591
CELOUSDT,23688.0,8942.6,4906104.85063,0.0003491010647582091,19.051845923759174
RIFBTC,785325.0,715935.0,0.14634744,0.010471204188481575,979657245.798091
RIFUSDT,557378.0,516447.0,1502469.6668,0.0011409013120365415,626.4403423894621
CHZTRY,147448.0,149366.0,45061427.609,0.0007457121551080461,8.832999643370083
XLMTRY,30350.0,18544.0,80766014.376,0.0003425948131144613,1.767038991618699
GRTEUR,83955.0,64799.0,88398.1513,0.006615214994487357,254.37914710477898
TRUBTC,700936.0,610649.0,0.90223643,0.01342281879194632,108300972.17422257
TRUUSDT,1461224.0,833854.0,4008602.8909,0.0014524328249818862,394.1925019779601
LTCBRL,48.474,97.128,575591.4666,0.0005169294391314802,0.48935240590664225
CKBUSDT,255542.0,1769337.0,10856568.272215,0.00030856261249673754,604.4539300657691
TWTBTC,4699.0,3985.0,0.26736997,0.0024742268041238274,13127066.339324377
TWTUSDT,1489.0,5282.0,4738821.538,0.0002681564245809761,5.3283685189502865
FIROUSDT,3687.2,8843.8,11187375.9829,0.00140482322641073,0.7973257995113361
DOGEEUR,49639.0,21675.0,2424246.90369,0.00015803530508731452,186.14176514474892
DOGETRY,34054.0,565402.0,391864990.917,0.00017368649587500373,8.807543414180303
DOGEBRL,1937.0,18370.0,4067817.1573,0.0004049402713099372,12.328021285325217
LITBTC,6808.599999999999,9788.5,0.21751863,0.0012523481527864629,60927123.11584587
LITUSDT,73918.59999999999,72103.7,1702558.0367,0.0013559322033898317,63.25273143624162
SFPBTC,19226.0,13998.0,2.47903558,0.0028050490883591386,4777807.989347055
SFPUSDT,1770.0,27812.0,1194065.562,0.00015201033670287904,162.97696976878518
DOTTRY,1102.83,2345.95,17382164.692,0.0004534119247335947,0.43759131413023383
DODOBTC,130269.90000000001,89618.9,0.236456,0.007380073800737937,126006243.86778209
DODOUSDT,240287.9,216495.3,1901466.79847,0.0008022462896109335,299.44265093565184
CAKEBTC,2467.7,3468.06,2.75170749,0.0012817773979917975,1682912.1954868974
CAKEUSDT,38531.24,16297.2,16205603.58599,0.0009267840593140778,3.6505821240222835
ACMUSDT,15126.4,3973.4,751654.5601,0.0007432181345225655,34.18961616700384
AUCTIONBTC,546.71,344.38,0.69519132,0.00135317997293625,947243.5731793564
PHABTC,198846.0,129046.0,6.30678091,0.003454231433506158,15051217.94376664
ADATRY,13262.5,37425.4,65501888.362,0.0006169031462061421,1.2543926282841957
ADABRL,1713.8,10156.7,2912256.47,0.0007190364911020038,5.668765112228646
BADGERBTC,1952.8600000000001,664.37,0.51067331,0.0016865437899047737,3038792.9320215546
BADGERUSDT,7844.9,2524.98,2940166.39113,0.0002611989029646948,13.503006394385842
FISBTC,15456.0,14887.0,0.43727575,0.004901960784313679,14155763.268372552
FISUSDT,7791.0,8283.0,1518034.6507,0.001860959723514498,5.689908797735971
DOTBRL,1047.9099999999999,1193.14,301192.5618,0.0007927070947285279,9.386302762938593
HOTTRY,2347153.0,1413498.0,24315073.39947,0.0007066638400112288,218.86412361052479
EGLDEUR,317.26,307.16,189042.8906,0.005688472477831627,0.5806585087266839
OMBTC,1728.0,2297.0,1.65178563,0.003200000000000011,761486.5253428774
OMUSDT,552.0,365.0,22734175.2948,0.00010676346554207973,0.3778047977823736
PONDBTC,13176103.0,13235011.0,1.69620084,0.051282051282051204,303629564.8810083
PONDUSDT,810495.0,500076.0,3938208.91338,0.0005457025920872901,609.825788911459
DEGOUSDT,7353.21,7251.12,5775518.81604,0.00046072333563689936,5.4884590068287205
AVAXEUR,44.89,192.29,336355.1267,0.0006079027355621891,1.1599677514297795
ALICEBTC,2796.44,7798.15,0.3672598,0.0018518518518518341,15577742.513610404
ALICEUSDT,113824.24,63604.41,2580489.87718,0.0010045203415369169,68.44832938001066
LINAUSDT,2080226.0,1161819.0,2284520.762397,0.0007469189592927999,1899.9861964979816
NEOTRY,147.26,168.73999999999998,7936497.384,0.0006154477382295853,0.06469445001877341
PERPBTC,12062.35,12015.75,0.18261496,0.002902757619738724,45422924.003597945
PERPUSDT,21691.21,7704.360000000001,1151376.799346,0.0006310143555765199,40.45993421438223
SUPERBTC,8782.0,10066.0,1.20779452,0.0008661758336942318,18016322.842730075
SUPERUSDT,16536.0,7572.0,6216468.2794,0.0004702120656417614,8.247525973852696
CFXBTC,413662.0,493853.0,3.23906412,0.0067340067340066695,41606455.60174995
CFXUSDT,735623.0,553301.0,10653689.2772,0.0007323324789453605,165.2034028969506
EOSTRY,6052.9,4676.9,4780094.694,0.0026804518475971773,0.8374273043817022
RVNTRY,51632.79,73922.91,7914335.432923,0.0007793624814902282,20.355533327513108
TKOBTC,8330.4,22470.4,0.18612862,0.00756620428751569,21871107.55275952
TKOUSDT,3677.9,9357.5,2377160.36857,0.0005471956224349602,10.0212816160708
PUNDIXUSDT,2278.8,1747.6000000000001,3286262.51822,0.00021374372127816392,5.732199511013317
WINEUR,344063313.0,132891689.0,120275.43888301,0.005859815190443861,676731.7275207622
TLMBTC,9533266.0,15361018.0,0.63915765,0.08000000000000008,486857272.2238397
TLMUSDT,4740754.0,2150978.0,3848356.07397,0.0009013068949978663,1986.9202607623865
BNBUAH,6.974,1.2289999999999999,898435.918,0.0008868305660935114,0.010295440953691306
ONTTRY,3859.0,5979.0,123049982.719,0.00011148893472336497,0.717122741913777
VETEUR,35167.98,232070.84999999998,477815.3360018,0.00073664825046029,759.2404102401812
BARUSDT,6034.97,3883.05,7649191.19562,0.0005430355688298192,2.3877078455636087
FORTHBTC,396.33,839.39,0.37353745,0.003048780487804849,1085075.0306294693
FORTHUSDT,143.22,645.57,1107182.80604,0.0008274720728176351,0.8609713859352098
BAKEUSDT,164541.0,215544.1,4597109.01008,0.0004797313504436987,172.34470385906718
BURGERUSDT,14999.6,12721.2,1597830.68832,0.0005544774050458372,31.288961443441227
SLPUSDT,1616799.0,2009659.0,2687962.101457,0.00031176929072476977,4327.391382749963
TRXEUR,65935.0,132840.0,465401.7439,0.0004652244708071132,918.060295433386
VETTRY,32683.3,120568.5,21196267.60341,0.00033709758975219615,21.44818480339018
SHIBUSDT,43639547823.0,32175114306.0,91080140.13632631,0.0004920049200492792,1691843.0356664485
ICPBTC,4488.66,1169.96,5.41202521,0.0009638554216867704,1084772.894101108
ICPUSDT,2519.17,1178.28,24082591.86174,0.00010470655986591758,1.4663079633517564
SHIBEUR,302739865.0,868860014.0,636483.40950973,0.0005031446540879602,3658468.900715817
ARBTC,319.73,370.78,5.6856889,0.0018969332911793063,64022.82316220136
ARUSDT,12871.31,11917.47,11958606.1734,0.0006865774116031436,3.0191526960985
MASKBNB,6984.2,1636.7,35.3538437,0.010840108401084039,22494.81079761627
MASKUSDT,27209.4,23585.6,8930996.7294,0.00040168708576032697,14.159019013374243
LPTBTC,2534.55,457.90999999999997,3.68401307,0.002232973576479198,363767.2590197285
LPTBNB,6332.38,5491.06,55.7134643,0.002168021680216902,97885.88393344174
LPTUSDT,440.66,286.5,7417109.9438,0.00024231654618150428,0.4045872515581348
ETHUAH,2.193,1.4896,295361.7973,0.004444574402760314,0.0028052401493441925
SOLEUR,12.969,57.347,7348207.21341,0.0005784693700468231,0.016542166772076927
SHIBBRL,107563663.0,240538648.0,1182263.42303989,0.0011276681433750207,261102.68700599734
ICPEUR,1347.8799999999999,773.15,69396.27881,0.003632478632478707,8.414097879103975
SHIBTRY,821873305.0,648674275.0,144811789.239349,0.0004146796599627638,24488.51373079834
XVGUSDT,161900.0,1026113.0,12179907.129698,0.00037105751391470603,262.8669497153186
ATABTC,366223.0,196398.0,0.80735578,0.007326007326007411,95122582.14092319
ATAUSDT,475364.0,423111.0,5529704.4468,0.0007933359777865052,204.80800527332167
GTCBTC,7821.299999999999,8636.5,0.44701938,0.004434589800443541,8302176.742314686
GTCUSDT,53350.7,67353.9,1922907.5164,0.003205128205128208,19.584839561345824
BAKEBTC,92133.40000000001,35909.6,0.67500337,0.004415011037527551,42965325.49163463
SOLTRY,12.576,52.801,149313449.1746,0.0002541296060991683,0.0017229425508690497
SOLBRL,13.431000000000001,81.636,10527456.31,0.0005554012774228539,0.01625921100593254
ERNUSDT,1182.1,7537.799999999999,5425882.6381,0.00047270148900963835,3.399806018742355
PHAUSDT,216908.0,241894.0,26954570.2993,0.0003726476616360891,45.676675729882646
MLNBTC,131.274,780.081,0.10425931,0.004965517241379282,1760387.353736893
MLNUSDT,522.555,464.43199999999996,751797.52918,0.0005986231667166455,2.1930928468175175
GRTTRY,11354.0,53572.0,28398201.402,0.0007538635506973076,3.032739214038265
DEXEUSDT,73.97,111.86,4237949.4339,0.0005128768729164138,0.08549622522331415
C98USDT,484647.8,441613.0,3497208.97187,0.0007069635913749664,374.64043817191936
CLVBTC,1131778.0,1297889.5999999999,0.16054832,0.0176991150442478,855046128.1687648
CLVUSDT,50774.0,100440.1,2009092.256269,0.00038431975403534175,195.8392338491674
QNTBTC,240.949,95.798,3.0466949,0.001872659176030008,59022.2860845028
QNTUSDT,698.929,669.674,4403442.5821,0.001014713343480409,0.30629631960747733
FLOWBTC,70393.04,58847.840000000004,1.66607839,0.0013633265167007367,56898994.69856333
FLOWUSDT,397026.43,221631.81,5645129.9371,0.0014781966001478207,74.13864765263521
MINABTC,35173.4,17849.8,3.44179613,0.0017777777777777607,8665693.397708679
MINAUSDT,52844.6,74708.5,7928260.20163,0.00019280825219338669,83.4425380001185
RAYBNB,3266.0,2744.9,53.0508264,0.00955486463941756,11858.310299782894
RAYUSDT,4003.7,3362.7000000000003,20233892.7457,0.0004519774011298937,0.8054881087310989
FARMUSDT,32.307,107.83200000000001,763612.00404,0.0007282437188979521,0.2520052100829894
ALPACAUSDT,137218.6,197233.8,977286.05245,0.0006842285323297228,500.16285546555685
TLMTRY,175667.0,290096.0,11556125.5484,0.0015159171298635406,26.587485951051484
QUICKUSDT,360248.0,583382.0,766224.49317,0.0008135593220339593,1513.758111370163
MBOXBTC,82328.4,58398.9,0.41791937,0.005698005698005763,59096665.34480015
MBOXUSDT,196866.9,277102.39999999997,3781043.40306,0.0006170934896636161,203.136322113755
REQUSDT,112883.0,110772.0,1076193.9859,0.0017953321364452938,115.75592935117186
GHSTUSDT,37061.6,56847.7,1464047.9864,0.002331002331002333,27.517601932613783
WAXPUSDT,577212.0,518324.0,5248544.12146,0.0004586104104562987,455.1388333067103
WAXPBTC,1511734.0,623927.0,1.13729425,0.021052631578947278,89197582.33192548
GNOUSDT,11.032,26.155,551137.7402,0.0004400440044005401,0.15333273578636483
ARPATRY,24249.0,42365.0,13247387.3598,0.0015774944130405929,3.1876266381004803
XECUSDT,1505470483.0,1035835696.0,2400756.32013869,0.0003027092477675677,3496900.0776555995
ELFUSDT,10127.8,15577.3,4312256.53551,0.0006873639592163294,8.67217337575395
DYDXUSDT,2387.68,3430.04,25107810.087742,8.452013692261251e-05,2.7414718344397757
DYDXBTC,28327.6,14028.39,12.40255091,0.0007785130400934141,4386699.9256688
IDEXUSDT,35204.3,35205.2,8061792.881612,0.0006982021295164665,12.50888082290199
VIDTUSDT,702541.0,599778.0,3093817.89215,0.00038233607340851055,1100.9747384106834
USDPUSDT,258453.0,355088.0,4411324.4758,0.00019980019980039965,696.1112749340524
GALAUSDT,4776664.0,3245793.0,76693540.56223,0.00031313605761713046,334.05311896774447
GALABNB,683449.0,38297.0,392.33014319,0.00021045985478273385,8741046.739655312
GALABTC,29868672.0,19652676.0,5.36488916,0.028985507246376843,318456999.7714544
ILVUSDT,908.983,796.304,3139797.89516,0.0008768084173606321,0.6194283480788431
ILVBTC,321.008,326.069,0.52208511,0.0026990553306343434,459201.045783501
YGGUSDT,77429.8,85224.1,8236500.22728,0.0002526847757422337,78.15246664087638
YGGBTC,90428.59999999999,44865.1,3.5438473,0.0046620046620048155,8188981.1251176195
SYSUSDT,265125.0,988340.0,1599793.2427,0.0020080321285139745,390.1914030756303
DFUSDT,48534.0,67690.0,3425057.31724,0.0004472605292583265,75.8695312996145
SOLUSDC,238.95,110.989,68402257.19376,5.6521124770492166e-05,0.09051303292448712
FIDAUSDT,131548.7,302399.2,8479527.67392,0.0004998750312421344,102.37749168743215
FIDABTC,89986.3,82581.9,2.58867972,0.004618937644341757,14432459.531919368
AGLDBTC,2882.5,2961.8,1.99725424,0.0009866798223976225,2965670.534763795
AGLDUSDT,52774.8,61268.0,11486826.6701,0.0005351886540004762,18.55072579398192
RADUSDT,17840.8,24139.7,10775463.8284,0.0008322929671243361,4.680965158740188
BETAUSDT,140870.0,275704.0,2095518.73624,0.000970167353868671,204.9056603857374
RAREBTC,203784.8,84796.3,0.2638252,0.009569377990430531,114305702.98061097
RAREUSDT,761423.5,684580.4,3387033.31299,0.0010335917312661795,413.0484243790756
AVAXBRL,324.28999999999996,251.6,452004.727,0.0019408054342552432,0.6564695118774628
AXSETH,258.86400000000003,480.953,34.83517209,0.0005180005180004745,40999.27265495303
SOLETH,484.04900000000004,578.328,5993.73517302,0.00017043033659996695,1040.0020800981245
SSVBTC,128.62,135.03,0.56439367,0.0029211295034080554,159917.0723040376
SSVETH,281.65999999999997,401.47,14.70334155,0.0019114367633003915,24306.77705368303
LAZIOTRY,1360.2,4113.25,8720291.819,0.0008462026655383785,0.7417469130341424
LAZIOUSDT,13273.35,17496.32,1086926.50375,0.0007538635506972408,37.55172692374831
CHESSUSDT,118931.90000000001,134303.5,2681067.7683,0.0005712653527564511,165.3403069259246
ADXUSDT,153984.0,62769.0,2852649.7686,0.0005314908317832407,142.96208878809495
AUCTIONUSDT,3994.87,4887.09,3688374.8194,0.0007312614259597649,3.293071039340872
SHIBDOGE,1737807197.0,1175444771.0,692782.6093166,0.0015910898965791954,2642934.215242696
BNXBTC,25023.899999999998,12442.2,0.20369403,0.005586592178770896,32924047.40580794
BNXUSDT,80286.6,90445.1,3513858.68627,0.0006047777441789477,80.34041524011907
MANATRY,17001.1,18982.5,21515343.938,0.0006069802731412178,2.755381516132133
MOVRBTC,600.11,683.474,0.34330589,0.001777777777777821,2103127.3305563806
MOVRUSDT,753.605,341.469,2782945.087138,0.0006740166578402266,0.5838055251797242
CITYUSDT,3812.18,2267.86,1209112.70359,0.0011580775911986115,4.342121726462535
ENSBTC,203.03,218.91,4.64425845,0.0003158060950576423,287682.74297912244
ENSUSDT,4237.14,4934.99,19508979.9338,0.0003421727972626711,1.3740108409540288
DOTETH,651.23,826.5,129.94781714,0.00048555474629770947,23420.054310883792
SANDTRY,26108.2,17674.1,31754732.011,0.000525348043078435,2.624478393366611
QIUSDT,1545276.0,822660.0,1842303.64903,0.001484780994803335,865.6580020560751
QIBTC,5769592.0,11710205.0,0.28342284,0.0689655172413792,894271811.3332022
PORTOUSDT,6423.72,6905.63,1051148.2472,0.0007493443237166653,16.92246324187369
PORTOTRY,932.49,4050.42,8538220.2605,0.0016820857863750693,0.34695052418647576
POWRUSDT,192577.0,100375.0,4805816.4432,0.000761324704986593,80.06807096107578
AVAXETH,1181.31,261.38,116.4568721,0.0008948545861298727,13843.803683954397
SLPTRY,2457747.0,998390.0,8307952.34555,0.0018309429356118563,227.207228246126
LRCTRY,6237.3,18989.2,5096116.9391,0.0008193363375666991,6.04164771294135
GALAETH,527465.0,130260.0,22.07591662,0.0037771482530688967,7887903.218127015
JASMYUSDT,6288583.5,4373134.6,22140696.813908,0.00034158838599486225,1409.7198475770144
AMPUSDT,534910.0,578227.0,3519353.902244,0.000476833823412604,663.3131752804254
PYRBTC,852.175,1420.6570000000002,0.49811269,0.0007194244604316479,6342413.1595604
PYRUSDT,3415.273,3700.968,2575401.967231,0.000389939559368255,7.08611714858767
ALCXUSDT,644.3479,641.0083,994747.630562,0.0011813349084465194,1.093799060054366
SANTOSBTC,256.69,637.09,0.34663199,0.00031491103763191936,8187929.769550542
SANTOSUSDT,11393.09,10546.73,2537868.2936,0.0006825938566553665,12.664895330089323
SANTOSTRY,1339.48,1850.29,39617747.7817,0.00105409419769057,0.07638184835382342
BELTRY,4402.41,10022.23,7213618.8658,0.0005686664771112632,3.516366737956697
DENTTRY,7758210.0,3857403.0,3365233.1796,0.00398108982333915,867.0117744364737
ENJTRY,14201.09,17029.02,12270148.3054,0.0007729767334003081,3.292738791854706
BICOBTC,392563.24,149106.96,1.88327107,0.003616636528029052,79527484.21925001
BICOUSDT,153805.54,178388.16,2940771.349063,0.0007840062720500901,144.08228796334393
FLUXBTC,34882.54,9087.92,0.32177219,0.003478260869565184,39287134.32319965
FLUXUSDT,19247.98,13881.31,3023699.071155,0.0005655575454801904,19.372994762327313
ALICETRY,5814.29,9725.974,4816959.89677,0.0016806722689074276,1.9195628110171588
FXSUSDT,10715.6,6744.9,5697010.0606,0.0009286488159727948,3.3003361792704564
GALABRL,147585.9,274774.7,489931.3436,0.0020491803278687693,420.69562499411467
GALATRY,55771.1,150617.3,39099228.53091,8.795461541843439e-05,60.01481364127685
LUNATRY,38005.9,63949.0,33809296.341,0.0007499062617172693,4.021286269277665
VOXELUSDT,325016.1,230821.9,1756138.06932,0.000673174015483115,470.1779224680112
MINATRY,13092.529999999999,19347.13,36445242.7093,0.0005415651232059577,1.6435569566045678
HIGHBTC,1979.923,1976.4940000000001,0.43564899,0.002190580503833495,4145778.831026367
HIGHUSDT,43410.317,27864.591,3392839.128806,0.0007920792079207049,26.52190921344304
CVXUSDT,3076.0499999999997,1388.215,4781301.807583,0.0010449320794148388,0.8935435948059702
PEOPLEBTC,34055244.5,5073899.7,3.47838102,0.026666666666666693,421846513.9566564
PEOPLEUSDT,2889805.0,2276130.3,12884156.678566,0.0002911631969717899,1377.0714863606888
LINKBNB,778.687,152.69,167.84777831,0.0010847947929849494,5115.1964782895375
SPELLUSDT,3693403.0,4895542.0,1710615.5399128,0.00029958058717795814,16759.98945470867
JOEBTC,45920.41,24495.65,0.43427991,0.002869440459110446,56507327.06009872
JOEUSDT,69921.31,81399.77,1928742.35992,0.000622083981337412,126.11774447164436
ATOMETH,1597.18,626.0,29.21015784,0.0004949269982676066,153779.90131399277
EGLDETH,395.6821,136.5374,40.58829134,0.0019685039370079646,6661.219210613548
ICPETH,1722.618,270.457,52.7046458,0.0009447331128955957,40028.15796363866
NEARETH,2207.803,792.251,95.28015401,0.0006620324395894842,47560.60287774908
ATOMTRY,604.085,691.16,5680571.551,0.0022993791676247416,0.09916291792871387
ACHBTC,18031295.0,3266248.0,0.08234729,0.04444444444444437,5819192319.504392
ACHUSDT,2260537.0,2006242.0,4653751.73379,0.0004836759371221085,1895.581476435165
IMXBTC,5069.95,6225.91,1.53252952,0.0008022462896109029,9187613.880351314
IMXUSDT,78641.22,60654.0,5074623.58805,0.0008691873098653732,31.580500076373948
GLMRBTC,65298.4,625682.7000000001,0.16547973,0.009216589861751064,453055182.95201916
GLMRUSDT,56119.3,50885.6,2879681.28302,0.0009975062344139936,37.25148782350574
ICPTRY,230.726,240.61,9595861.5135,0.0002924404152654562,0.16796130808392304
ROSEETH,11892.3,42316.200000000004,36.80191464,0.0013086150490731257,1125602.544194099
UNIETH,228.228,276.938,116.54838245,0.0004900759617739275,8844.320284260712
LOKABTC,136913.5,71052.8,0.28731419,0.010471204188481575,69125655.26262447
LOKAUSDT,101722.3,111708.4,855443.25182,0.0011344299489506847,219.93178583116858
ROSETRY,107002.3,92063.9,19077600.4181,0.0008107012565868584,12.871019012803185
SCRTUSDT,47312.2,73082.1,4284299.45855,0.0002559836170484807,109.77765151580452
API3BTC,1049.0,9806.97,0.32467309,0.0020569077819678717,16255768.990072707
API3USDT,27390.809999999998,34011.4,2102232.26846,0.0007426661715558039,39.32870644478087
BTTCUSDT,782277131505.0,619370506919.0,5299576.94966027,0.009302325581395458,28431914.955067765
BTTCTRY,5324347484.0,1378700481.0,19954021.29476596,0.0013042911177775197,257553.44242884114
ACABTC,297635.01,192748.32,0.54498905,0.01169590643274855,76933242.44771516
ACAUSDT,580514.91,776235.8300000001,5122918.972705,0.001265022137887449,209.35553845070146
XNOBTC,5016.42,6132.22,0.41740866,0.0038387715930903047,6957739.496827711
XNOUSDT,9687.07,7523.91,1589783.40868,0.00249272953884513,4.343026502207115
COSTRY,1809236.0,1040626.0,10763506.3109,0.0008661758336942647,305.67786964253617
ONETRY,33473.299999999996,78111.5,6829877.21675,0.0007672634271100318,21.293529110106963
WOOBTC,166651.8,56531.9,0.9027987,0.004962779156327706,49813447.39419599
WOOUSDT,310362.3,141582.2,6731095.4061,0.0005377789728421026,124.85201100975263
SPELLTRY,4117247.0,13126178.0,7132481.71079,0.0008392782207301379,2880.559911765297
AXSTRY,583.795,574.3679999999999,3729119.2498,0.0009624639076035469,0.3226851372651691
NEARTRY,2011.689,1363.878,17541820.8265,0.0006148170919151204,0.3129868774629233
ALPINETRY,1306.3,2715.91,16197533.7713,0.002115904549194694,0.11735991195094958
ALPINEUSDT,20154.74,11620.97,1818110.26036,0.000837170364169202,20.876668716164748
TUSDT,1288664.4,1031846.9,3381409.485486,0.0007476635514018387,917.8669064104915
INJTRY,112.91999999999999,368.15,18714222.295,0.0008701957940535302,0.02954061353012356
ASTRUSDT,4350365.2,2230643.3,9284639.2186,0.0018001800180017268,393.741763753895
API3TRY,1074.63,1720.94,3089964.0973,0.0010432968179447943,0.8671796048831624
MBOXTRY,19290.56,17679.28,19683721.27173,0.0008645283997579136,2.172506577270919
GMTBTC,254261.6,163571.3,0.83160366,0.007380073800737937,68080938.88139038
GMTUSDT,1610886.3,1038333.9,28325387.35626,0.0008003201280512434,116.86338471796186
ATOMEUR,1416.91,1596.83,63530.46513,0.0020070245860512553,23.635840725033002
GALAEUR,258914.0,318684.0,140865.508,0.004472843450479273,916.7212885073247
UMATRY,988.36,470.37,5598511.6385,0.0018469494551499807,0.14107410992985173
KDABTC,5249.75,10530.36,3.48140275,0.00127469725940088,3555893.1798396837
KDAUSDT,19967.48,13866.83,7371939.590013,0.0002765104382691677,16.598315900568817
APEUSDT,313094.13,299673.24,16046726.84656,0.0010147133434804676,37.63273650192757
APEBTC,23290.18,8488.73,3.34654198,0.001870907390084173,5075635.53558057
NEAREUR,2732.9,575.3,456145.3584,0.0015682760165788448,4.624512912724397
TWTTRY,1781.3600000000001,3577.19,2502802.9686,0.0007497188554292424,2.855763197504569
APETRY,10303.382,9895.572,47874305.60388,0.0008555539711963821,0.49314993577165006
BSWUSDT,1926604.9,1073543.6,2293173.86236,0.001638001638001685,798.7142576991445
JASMYTRY,668452.0,657660.0,33225336.906,0.0009610764055741374,41.529136029647816
BIFIUSDT,18.823,4.876,358518.9724,0.0016559032952475575,0.03991929912158813
GMTEUR,58578.3,87139.0,294125.90666,0.0024519820187984855,202.05079130289482
RUNEETH,3661.0589999999997,1612.5359999999998,21.88858873,0.0032443592390504193,74260.87740824923
FILTRY,290.248,568.159,17356063.41257,0.0008761426360211776,0.05645042386303534
ZILTRY,106112.40000000001,70455.6,2867152.10632,0.001731102135025936,35.57448095452316
GMTTRY,21504.34,198736.80000000002,17276921.7848,0.0004497413986959001,28.344526929598842
ASTRBTC,1158682.2,700130.2,1.83319156,0.01652892561983473,61345553.10739041
BSWTRY,52589.92,69280.47,8838597.24737,0.0018416206261510147,7.487118138536186
STEEMUSDT,248005.3,169871.2,7611524.46103,0.00040184850311439314,136.6198946838972
AUDIOTRY,9746.38,20811.21,10416897.13761,0.0012845215157354373,2.2837015188629524
NEXOUSDT,25174.94,9604.49,2164072.66898,0.001654259718775849,9.715092166895383
NEXOBTC,25590.95,15877.22,8.69601561,0.0007630675314765283,6249303.039717119
REIUSDT,227930.1,89137.4,2250719.352585,0.0007756447547023148,181.6216108443395
LDOUSDT,205356.54,189363.74,28758677.21168,0.00064620355411962,21.239837590716807
LDOBTC,7435.37,4461.89,1.41762221,0.0017873100983019374,4695550.706700934
